Wed Jul 21 00:19:53 2021    profile.bin

         20713429 function calls (19569083 primitive calls) in 46.702 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       20    0.000    0.000    0.007    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\colorama\ansitowin32.py:177(write_and_convert)
      482    0.002    0.000    0.007    0.000 C:\Users\Choigj\anaconda3\lib\typing.py:659(__init__)
      800    0.001    0.000    0.007    0.000 <frozen importlib._bootstrap>:147(__enter__)
        1    0.000    0.000    0.007    0.007 C:\Users\Choigj\anaconda3\lib\site-packages\torch\package\package_exporter.py:1(<module>)
     1735    0.001    0.000    0.006    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\core\_asarray.py:16(asarray)
        1    0.000    0.000    0.006    0.006 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\linalg\__init__.py:1(<module>)
        1    0.000    0.000    0.006    0.006 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\utils\__init__.py:1(<module>)
        4    0.000    0.000    0.006    0.002 C:\Users\Choigj\anaconda3\lib\typing.py:1615(__new__)
        3    0.000    0.000    0.006    0.002 C:\Users\Choigj\anaconda3\lib\typing.py:1591(_make_nmtuple)
        1    0.000    0.000    0.006    0.006 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\core\shape_base.py:1(<module>)
        1    0.000    0.000    0.006    0.006 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\parallel\distributed.py:1(<module>)
   580/95    0.002    0.000    0.006    0.000 C:\Users\Choigj\anaconda3\lib\sre_compile.py:71(_compile)
     1890    0.003    0.000    0.006    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
        7    0.000    0.000    0.006    0.001 C:\Users\Choigj\anaconda3\lib\logging\__init__.py:1424(info)
        1    0.000    0.000    0.006    0.006 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\transforms\functional.py:1(<module>)
        7    0.000    0.000    0.006    0.001 C:\Users\Choigj\anaconda3\lib\logging\__init__.py:1553(_log)
        1    0.000    0.000    0.006    0.006 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\polynomial\__init__.py:1(<module>)
    42583    0.006    0.000    0.006    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\_jit_internal.py:881(is_scripting)
        1    0.000    0.000    0.006    0.006 C:\Users\Choigj\anaconda3\lib\site-packages\torch\optim\_multi_tensor\__init__.py:1(<module>)
        1    0.000    0.000    0.006    0.006 C:\Users\Choigj\anaconda3\lib\site-packages\PIL\ImageFont.py:28(<module>)
        1    0.000    0.000    0.006    0.006 C:\Users\Choigj\anaconda3\lib\site-packages\torch\multiprocessing\reductions.py:1(<module>)
        7    0.000    0.000    0.006    0.001 C:\Users\Choigj\anaconda3\lib\logging\__init__.py:1579(handle)
        1    0.000    0.000    0.006    0.006 C:\Users\Choigj\anaconda3\lib\site-packages\torch\serialization.py:1(<module>)
        7    0.000    0.000    0.006    0.001 C:\Users\Choigj\anaconda3\lib\logging\__init__.py:1633(callHandlers)
        1    0.000    0.000    0.006    0.006 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\intrinsic\qat\__init__.py:1(<module>)
  250/164    0.001    0.000    0.005    0.000 C:\Users\Choigj\anaconda3\lib\typing.py:347(__getitem__)
        7    0.000    0.000    0.005    0.001 C:\Users\Choigj\anaconda3\lib\logging\__init__.py:937(handle)
        7    0.000    0.000    0.005    0.001 C:\Users\Choigj\anaconda3\lib\logging\__init__.py:1069(emit)
        1    0.000    0.000    0.005    0.005 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\linalg\linalg.py:1(<module>)
        8    0.000    0.000    0.005    0.001 C:\Users\Choigj\anaconda3\lib\importlib\__init__.py:109(import_module)
        8    0.000    0.000    0.005    0.001 <frozen importlib._bootstrap>:1002(_gcd_import)
        3    0.000    0.000    0.005    0.002 C:\Users\Choigj\anaconda3\lib\site-packages\torch\onnx\__init__.py:332(register_custom_op_symbolic)
        3    0.000    0.000    0.005    0.002 C:\Users\Choigj\anaconda3\lib\site-packages\torch\onnx\utils.py:1150(register_custom_op_symbolic)
        1    0.000    0.000    0.005    0.005 C:\Users\Choigj\anaconda3\lib\asyncio\coroutines.py:1(<module>)
        1    0.000    0.000    0.005    0.005 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\quantization\__init__.py:1(<module>)
       86    0.000    0.000    0.005    0.000 <frozen zipimport>:63(__init__)
        1    0.000    0.000    0.005    0.005 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\datasets\voc.py:1(<module>)
        8    0.000    0.000    0.005    0.001 C:\Users\Choigj\anaconda3\lib\site-packages\torch\_ops.py:56(__getattr__)
        8    0.005    0.001    0.005    0.001 {built-in method torch._C._jit_get_operation}
        1    0.000    0.000    0.005    0.005 C:\Users\Choigj\anaconda3\lib\site-packages\torch\_tensor.py:1(<module>)
     1090    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
     6114    0.004    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:64(<listcomp>)
       86    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1520(path_hook_for_FileFinder)
        1    0.000    0.000    0.005    0.005 C:\Users\Choigj\anaconda3\lib\site-packages\colorama\__init__.py:2(<module>)
        1    0.000    0.000    0.005    0.005 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\intrinsic\qat\modules\__init__.py:1(<module>)
     1735    0.001    0.000    0.005    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:1804(nonzero)
      156    0.000    0.000    0.005    0.000 C:\Users\Choigj\anaconda3\lib\typing.py:677(__getitem__)
        1    0.000    0.000    0.005    0.005 C:\Users\Choigj\anaconda3\lib\site-packages\torch\onnx\symbolic_registry.py:1(<module>)
        1    0.000    0.000    0.005    0.005 C:\Users\Choigj\anaconda3\lib\site-packages\torch\utils\data\_utils\__init__.py:1(<module>)
        1    0.000    0.000    0.004    0.004 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\ma\__init__.py:1(<module>)
        1    0.000    0.000    0.004    0.004 C:\Users\Choigj\anaconda3\lib\site-packages\torch\distributions\kl.py:1(<module>)
       92    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:104(_path_isdir)
        1    0.000    0.000    0.004    0.004 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:1(<module>)
        1    0.000    0.000    0.004    0.004 C:\Users\Choigj\anaconda3\lib\asyncio\staggered.py:1(<module>)
       76    0.000    0.000    0.004    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\colorama\ansitowin32.py:193(write_plain_text)
        1    0.000    0.000    0.004    0.004 C:\Users\Choigj\anaconda3\lib\site-packages\mkl\__init__.py:32(__enter__)
        1    0.004    0.004    0.004    0.004 {built-in method mkl._py_mkl_service.get_version}
       12    0.000    0.000    0.004    0.000 C:\Users\Choigj\anaconda3\lib\ctypes\__init__.py:339(__init__)
        1    0.000    0.000    0.004    0.004 C:\Users\Choigj\anaconda3\lib\site-packages\colorama\initialise.py:2(<module>)
        2    0.000    0.000    0.004    0.002 C:\Users\Choigj\anaconda3\lib\site-packages\torch\cuda\__init__.py:114(_lazy_call)
        1    0.000    0.000    0.004    0.004 C:\Users\Choigj\anaconda3\lib\site-packages\torch\testing\__init__.py:1(<module>)
        2    0.000    0.000    0.004    0.002 C:\Users\Choigj\anaconda3\lib\traceback.py:193(format_stack)
     3558    0.002    0.000    0.004    0.000 C:\Users\Choigj\anaconda3\lib\typing.py:762(__setattr__)
        1    0.000    0.000    0.004    0.004 C:\Users\Choigj\anaconda3\lib\email\header.py:5(<module>)
        1    0.000    0.000    0.004    0.004 C:\Users\Choigj\anaconda3\lib\html\parser.py:1(<module>)
        1    0.000    0.000    0.004    0.004 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\segmentation\__init__.py:1(<module>)
        1    0.000    0.000    0.004    0.004 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\fft\__init__.py:1(<module>)
     1735    0.004    0.000    0.004    0.000 D:\MyProject\alphaCG\MCTS.py:25(<listcomp>)
       11    0.000    0.000    0.004    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\tqdm\std.py:1098(__iter__)
        2    0.000    0.000    0.004    0.002 C:\Users\Choigj\anaconda3\lib\traceback.py:200(extract_stack)
        2    0.000    0.000    0.004    0.002 C:\Users\Choigj\anaconda3\lib\traceback.py:321(extract)
      261    0.000    0.000    0.004    0.000 C:\Users\Choigj\anaconda3\lib\typing.py:689(copy_with)
      348    0.000    0.000    0.004    0.000 C:\Users\Choigj\anaconda3\lib\typing.py:802(__getitem__)
       11    0.004    0.000    0.004    0.000 {built-in method _ctypes.LoadLibrary}
        1    0.000    0.000    0.004    0.004 C:\Users\Choigj\anaconda3\lib\site-packages\torch\distributed\__init__.py:2(<module>)
      750    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1426(_get_spec)
        1    0.000    0.000    0.004    0.004 C:\Users\Choigj\anaconda3\lib\asyncio\events.py:1(<module>)
       28    0.001    0.000    0.004    0.000 C:\Users\Choigj\anaconda3\lib\enum.py:129(__new__)
        1    0.003    0.003    0.004    0.004 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\io\image.py:1(<module>)
     1429    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:68(_path_split)
        1    0.000    0.000    0.004    0.004 C:\Users\Choigj\anaconda3\lib\traceback.py:1(<module>)
        1    0.000    0.000    0.004    0.004 C:\Users\Choigj\anaconda3\lib\site-packages\torch\jit\frontend.py:1(<module>)
       11    0.000    0.000    0.003    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\tqdm\std.py:1446(display)
        1    0.000    0.000    0.003    0.003 C:\Users\Choigj\anaconda3\lib\site-packages\colorama\ansitowin32.py:2(<module>)
        1    0.000    0.000    0.003    0.003 C:\Users\Choigj\anaconda3\lib\tarfile.py:29(<module>)
        1    0.000    0.000    0.003    0.003 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\transforms\functional_pil.py:1(<module>)
        1    0.000    0.000    0.003    0.003 C:\Users\Choigj\anaconda3\lib\ctypes\__init__.py:1(<module>)
      286    0.001    0.000    0.003    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\core\overrides.py:72(verify_matching_signatures)
     1735    0.003    0.000    0.003    0.000 {method 'flatten' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.003    0.003 C:\Users\Choigj\anaconda3\lib\json\__init__.py:1(<module>)
     1735    0.001    0.000    0.003    0.000 <__array_function__ internals>:2(ndim)
      920    0.002    0.000    0.003    0.000 C:\Users\Choigj\anaconda3\lib\typing.py:120(_type_check)
      132    0.000    0.000    0.003    0.000 C:\Users\Choigj\anaconda3\lib\traceback.py:285(line)
        1    0.000    0.000    0.003    0.003 C:\Users\Choigj\anaconda3\lib\secrets.py:1(<module>)
       10    0.000    0.000    0.003    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\tqdm\std.py:1316(refresh)
  175/156    0.000    0.000    0.003    0.000 C:\Users\Choigj\anaconda3\lib\typing.py:187(_subs_tvars)
       54    0.000    0.000    0.003    0.000 C:\Users\Choigj\anaconda3\lib\linecache.py:15(getline)
        1    0.000    0.000    0.003    0.003 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\segmentation\segmentation.py:1(<module>)
        1    0.000    0.000    0.003    0.003 C:\Users\Choigj\anaconda3\lib\multiprocessing\__init__.py:15(<module>)
        1    0.000    0.000    0.003    0.003 C:\Users\Choigj\anaconda3\lib\site-packages\cffi\__init__.py:1(<module>)
        1    0.000    0.000    0.003    0.003 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\core\_add_newdocs.py:1(<module>)
       54    0.000    0.000    0.003    0.000 C:\Users\Choigj\anaconda3\lib\linecache.py:37(getlines)
       12    0.000    0.000    0.003    0.000 C:\Users\Choigj\anaconda3\lib\enum.py:434(_convert_)
       37    0.000    0.000    0.003    0.000 C:\Users\Choigj\anaconda3\lib\linecache.py:82(updatecache)
        1    0.000    0.000    0.003    0.003 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\extension.py:1(<module>)
     1735    0.002    0.000    0.003    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\core\getlimits.py:365(__new__)
     1890    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:78(acquire)
        1    0.000    0.000    0.003    0.003 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\intrinsic\quantized\__init__.py:1(<module>)
        1    0.000    0.000    0.003    0.003 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\extension.py:8(_register_extensions)
        1    0.000    0.000    0.003    0.003 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\intrinsic\qat\modules\linear_relu.py:1(<module>)
        1    0.000    0.000    0.003    0.003 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\lib\npyio.py:1(<module>)
        1    0.000    0.000    0.003    0.003 C:\Users\Choigj\anaconda3\lib\site-packages\torch\distributions\bernoulli.py:1(<module>)
      273    0.000    0.000    0.003    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\core\function_base.py:460(add_newdoc)
        2    0.000    0.000    0.003    0.001 C:\Users\Choigj\anaconda3\lib\site-packages\torch\_ops.py:81(load_library)
        1    0.000    0.000    0.003    0.003 C:\Users\Choigj\anaconda3\lib\linecache.py:1(<module>)
        1    0.000    0.000    0.003    0.003 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\core\defchararray.py:1(<module>)
      714    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:493(_classify_pyc)
        1    0.000    0.000    0.003    0.003 C:\Users\Choigj\anaconda3\lib\platform.py:3(<module>)
      105    0.000    0.000    0.003    0.000 C:\Users\Choigj\anaconda3\lib\typing.py:818(__getitem_inner__)
        1    0.000    0.000    0.003    0.003 C:\Users\Choigj\anaconda3\lib\site-packages\torch\multiprocessing\spawn.py:2(<module>)
       99    0.000    0.000    0.003    0.000 C:\Users\Choigj\anaconda3\lib\abc.py:84(__new__)
        1    0.000    0.000    0.003    0.003 C:\Users\Choigj\anaconda3\lib\unittest\main.py:1(<module>)
        1    0.000    0.000    0.003    0.003 C:\Users\Choigj\anaconda3\lib\inspect.py:1(<module>)
        1    0.000    0.000    0.003    0.003 C:\Users\Choigj\anaconda3\lib\decimal.py:2(<module>)
      626    0.002    0.000    0.003    0.000 C:\Users\Choigj\anaconda3\lib\functools.py:34(update_wrapper)
        1    0.000    0.000    0.003    0.003 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\quantized\dynamic\__init__.py:1(<module>)
        1    0.000    0.000    0.003    0.003 C:\Users\Choigj\anaconda3\lib\pathlib.py:1(<module>)
        1    0.000    0.000    0.003    0.003 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\lib\scimath.py:1(<module>)
        1    0.000    0.000    0.003    0.003 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\lib\function_base.py:1(<module>)
        3    0.000    0.000    0.003    0.001 C:\Users\Choigj\anaconda3\lib\glob.py:10(glob)
       27    0.000    0.000    0.002    0.000 C:\Users\Choigj\anaconda3\lib\glob.py:41(_iglob)
        1    0.000    0.000    0.002    0.002 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\fft\_pocketfft.py:1(<module>)
     4622    0.001    0.000    0.002    0.000 C:\Users\Choigj\anaconda3\lib\sre_parse.py:254(get)
      221    0.000    0.000    0.002    0.000 C:\Users\Choigj\anaconda3\lib\enum.py:278(__call__)
        1    0.000    0.000    0.002    0.002 C:\Users\Choigj\anaconda3\lib\hmac.py:1(<module>)
        1    0.000    0.000    0.002    0.002 C:\Users\Choigj\anaconda3\lib\site-packages\torch\cuda\amp\__init__.py:1(<module>)
       68    0.002    0.000    0.002    0.000 {method 'write' of '_io.TextIOWrapper' objects}
     1890    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:103(release)
     1235    0.002    0.000    0.002    0.000 {built-in method __new__ of type object at 0x00007FFF4675C810}
        1    0.000    0.000    0.002    0.002 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\modules\conv.py:2(<module>)
        3    0.000    0.000    0.002    0.001 C:\Users\Choigj\anaconda3\lib\glob.py:81(_glob1)
      616    0.001    0.000    0.002    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\compat\_inspect.py:98(getargspec)
      795    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:58(__init__)
        1    0.000    0.000    0.002    0.002 C:\Users\Choigj\anaconda3\lib\email\message.py:5(<module>)
      261    0.002    0.000    0.002    0.000 C:\Users\Choigj\anaconda3\lib\sre_compile.py:276(_optimize_charset)
        1    0.000    0.000    0.002    0.002 C:\Users\Choigj\anaconda3\lib\unittest\case.py:1(<module>)
       14    0.000    0.000    0.002    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\jit\_builtins.py:160(_register_builtin)
        1    0.000    0.000    0.002    0.002 C:\Users\Choigj\anaconda3\lib\site-packages\defusedxml\__init__.py:6(<module>)
        2    0.000    0.000    0.002    0.001 C:\Users\Choigj\anaconda3\lib\site-packages\coloredlogs\__init__.py:313(install)
       14    0.000    0.000    0.002    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\jit\_builtins.py:129(_get_builtin_table)
